nr	length	ratio
5984	502218	2.48041961
5985	502287	2.48047863
5986	502573	2.48038437
5987	502652	2.48045597
5988	502776	2.48060271
5989	502877	2.48068490
5990	502930	2.48075054
5991	503087	2.48068066
5992	503182	2.48085551
5993	503260	2.48082421
5994	503458	2.48104198
5995	503690	2.48118264
5996	503908	2.48130312
5997	504011	2.48145595
5998	504139	2.48153636
5999	504324	2.48188502
6000	504494	2.48212309
6001	504578	2.48225548
6002	504689	2.48247180
6003	505083	2.48266353
6004	505139	2.48270693
6005	505223	2.48268050
6006	505303	2.48276862
6007	505392	2.48279115
6008	505520	2.48277352
6009	505556	2.48281620
6010	505798	2.48267569
6011	505909	2.48275744
6012	505968	2.48277893
6013	506028	2.48279313
6014	506130	2.48292812
6015	506301	2.48295090
6016	506368	2.48297505
6017	506419	2.48300597
6018	506550	2.48307606
6019	506709	2.48319816
6020	506852	2.48330263
6021	506962	2.48334272
6022	507112	2.48344491
6023	507193	2.48346456
6024	507244	2.48344676
6025	507314	2.48343687
6026	507368	2.48357963
6027	507436	2.48364503
6028	507577	2.48364225
6029	507641	2.48368805
6030	507777	2.48372154
6031	507871	2.48359822
6032	507975	2.48363313
6033	508075	2.48366061
6034	508173	2.48375114
6035	508286	2.48387853
6036	508343	2.48384149
6037	508419	2.48394583
6038	508454	2.48410469
6039	508635	2.48427289
6040	508741	2.48430526
6041	508915	2.48436638
6042	508982	2.48439025
6043	509087	2.48453895
6044	509128	2.48456929
6045	509275	2.48472888
6046	509336	2.48484464
6047	509418	2.48496585
6048	509455	2.48495239
6049	509532	2.48510979
6050	509572	2.48514731
6051	509661	2.48521775
6052	509718	2.48524120
6053	509907	2.48535082
6054	509957	2.48537647
6055	510035	2.48550223
6056	510167	2.48555198
6057	510320	2.48565556
6058	510404	2.48572570
6059	510506	2.48585925
6060	510580	2.48596538
6061	510668	2.48592180
6062	510776	2.48614498
6063	510858	2.48627787
6064	511086	2.48631057
6065	511163	2.48631020
6066	511208	2.48629930
6067	511280	2.48629881
6068	511397	2.48635995
6069	511442	2.48638531
6070	511610	2.48639218
6071	511747	2.48650211
6072	511829	2.48661057
6073	512008	2.48675532
6074	512058	2.48681699
6075	512115	2.48685226
6076	512161	2.48694280
6077	512289	2.48698468
6078	512345	2.48702714
6079	512491	2.48712013
6080	512543	2.48715522
6081	512614	2.48721009
6082	512727	2.48727564
6083	512795	2.48726767
6084	512881	2.48731080
6085	512919	2.48731415
6086	513054	2.48747424
6087	513173	2.48762907
6088	513261	2.48779034
6089	513313	2.48786150
6090	513377	2.48793052
6091	513484	2.48808734
6092	513516	2.48810977
6093	513649	2.48829605
6094	513753	2.48852259
6095	513930	2.48876513
6096	513982	2.48871565
6097	514176	2.48895601
6098	514203	2.48897828
6099	514275	2.48888104
6100	514373	2.48889760
6101	514472	2.48884675
6102	514564	2.48896671
6103	514614	2.48900389
6104	514666	2.48909889
6105	514781	2.48901707
6106	514821	2.48901792
6107	514973	2.48916311
6108	515042	2.48925599
6109	515119	2.48938751
6110	515157	2.48936664
6111	515256	2.48947211
6112	515379	2.48942892
6113	515488	2.48951049
6114	515586	2.48941872
6115	515685	2.48952409
6116	515727	2.48952254
6117	515859	2.48954684
6118	515913	2.48955513
6119	515967	2.48964752
6120	516051	2.48968043
6121	516098	2.48966695
6122	516141	2.48968222
6123	516219	2.48969818
6124	516349	2.48976079
6125	516389	2.48980960
6126	516448	2.48992599
6127	516483	2.48995068
6128	516538	2.48989174
6129	516617	2.48993648
6130	516735	2.48995316
6131	516824	2.49002207
6132	516910	2.49004051
6133	517002	2.49018380
6134	517150	2.49010506
6135	517259	2.49010235
6136	517411	2.49025865
6137	517574	2.49043185
6138	517812	2.49053446
6139	517934	2.49055824
6140	518111	2.49057103
6141	518263	2.49069108
6142	518511	2.49075773
6143	518567	2.49081137
6144	518632	2.49080055
6145	518713	2.49095030
6146	518851	2.49112253
6147	518954	2.49118647
6148	519155	2.49127833
6149	519271	2.49126115
6150	519358	2.49127217
6151	519508	2.49146584
6152	519578	2.49162231
6153	519668	2.49168349
6154	519765	2.49163487
6155	520005	2.49167453
6156	520058	2.49166583
6157	520153	2.49170315
6158	520276	2.49157624
6159	520438	2.49171961
6160	520524	2.49180924
6161	520763	2.49185591
6162	520869	2.49182657
6163	520977	2.49173530
6164	521044	2.49178164
6165	521125	2.49172811
6166	521218	2.49170814
6167	521338	2.49172195
6168	521416	2.49167794
6169	521490	2.49174578
6170	521713	2.49169218
6171	521824	2.49157973
6172	521897	2.49161896
6173	521959	2.49167705
6174	522204	2.49185929
6175	522308	2.49197504
6176	522377	2.49197134
6177	522481	2.49211081
6178	522517	2.49219931
6179	522639	2.49241268
6180	522871	2.49254436
6181	522984	2.49269090
6182	523104	2.49278760
6183	523258	2.49293936
6184	523336	2.49307342
6185	523373	2.49301216
6186	523449	2.49307729
6187	523492	2.49315147
6188	523623	2.49328851
6189	523743	2.49356307
6190	523813	2.49367077
6191	523873	2.49367149
6192	523945	2.49365811
6193	524028	2.49364962
6194	524106	2.49375972
6195	524238	2.49360471
6196	524344	2.49371748
6197	524420	2.49378243
6198	524554	2.49389783
6199	524676	2.49389687
6200	524815	2.49383449
6201	524907	2.49376211
6202	525087	2.49398929
6203	525144	2.49408233
6204	525201	2.49410429
6205	525331	2.49429522
6206	525450	2.49435098
6207	525573	2.49447305
6208	525669	2.49451431
6209	525830	2.49463906
6210	526006	2.49483490
6211	526159	2.49493340
6212	526316	2.49506265
6213	526459	2.49520826
6214	526507	2.49519923
6215	526584	2.49525669
6216	526703	2.49544218
6217	526881	2.49545790
6218	527050	2.49557279
6219	527095	2.49567951
6220	527246	2.49586268
6221	527412	2.49612858
6222	527476	2.49604164
6223	527604	2.49597411
6224	527706	2.49605517
6225	527835	2.49611043
6226	527890	2.49607543
6227	527962	2.49606180
6228	528071	2.49599890
6229	528228	2.49616286
6230	528320	2.49624373
6231	528468	2.49625893
6232	528580	2.49623378
6233	528729	2.49638335
6234	528819	2.49644289
6235	528848	2.49650908
6236	528932	2.49657562
6237	529025	2.49650789
6238	529092	2.49654131
6239	529207	2.49643607
6240	529327	2.49635446
6241	529417	2.49637862
6242	529550	2.49647603
6243	529764	2.49650804
6244	529855	2.49640749
6245	529908	2.49650429
6246	529990	2.49662008
6247	530048	2.49655224
6248	530167	2.49654831
6249	530370	2.49657549
6250	530474	2.49664196
6251	530675	2.49674190
6252	530787	2.49662280
6253	530880	2.49674315
6254	530902	2.49667049
6255	530950	2.49663792
6256	531078	2.49677019
6257	531143	2.49680580
6258	531234	2.49678757
6259	531417	2.49681448
6260	531595	2.49705245
6261	531858	2.49731420
6262	531977	2.49738045
6263	532074	2.49744892
6264	532093	2.49725678
6265	532290	2.49753667
6266	532452	2.49778111
6267	532562	2.49795731
6268	532756	2.49798850
6269	532917	2.49825142
6270	533135	2.49830130
6271	533163	2.49828032
6272	533242	2.49828760
6273	533377	2.49834654
6274	533429	2.49832096
6275	533490	2.49838433
6276	533591	2.49845951
6277	533677	2.49847613
6278	533808	2.49863321
6279	533902	2.49886267
6280	534016	2.49894009
6281	534104	2.49900106
6282	534291	2.49902245
6283	534461	2.49924479
6284	534517	2.49937810
6285	534628	2.49941796
6286	534743	2.49952323
6287	534856	2.49954903
6288	535033	2.49959355
6289	535343	2.49989727
6290	535417	2.49991596
6291	535511	2.49986462
6292	535691	2.50006300
6293	535885	2.50019829
6294	536091	2.50038945
6295	536264	2.50055489
6296	536345	2.50061776
6297	536477	2.50061528
6298	536618	2.50066639
6299	536806	2.50069178
6300	536873	2.50071266
6301	536964	2.50070555
6302	537154	2.50093816
6303	537209	2.50093807
6304	537400	2.50110535
6305	537522	2.50118423
6306	537649	2.50120490
6307	537774	2.50132095
6308	537824	2.50136737
6309	537906	2.50132994
6310	538107	2.50155503
6311	538152	2.50156652
6312	538251	2.50137558
6313	538280	2.50135923
6314	538397	2.50131013
6315	538481	2.50121233
6316	538532	2.50119363
6317	538554	2.50116802
6318	538749	2.50123727
6319	538948	2.50133665
6320	539008	2.50131329
6321	539202	2.50133138
6322	539262	2.50137764
6323	539362	2.50138899
6324	539486	2.50166241
6325	539554	2.50157173
6326	539609	2.50159476
6327	539698	2.50145073
6328	539781	2.50148760
6329	539885	2.50147109
6330	540002	2.50156115
6331	540141	2.50164880
6332	540244	2.50172031
6333	540348	2.50183118
6334	540440	2.50185171
6335	540502	2.50194183
6336	540612	2.50204565
6337	540692	2.50214956
6338	540827	2.50216060
6339	540939	2.50228515
6340	540977	2.50233361
6341	541011	2.50235198
6342	541072	2.50235634
6343	541285	2.50212638
6344	541489	2.50209783
6345	541602	2.50215750
6346	541668	2.50213875
6347	541841	2.50215193
6348	541971	2.50220917
6349	542060	2.50222729
6350	542286	2.50218480
6351	542430	2.50207572
6352	542497	2.50200392
6353	542606	2.50202198
6354	542696	2.50196397
6355	542840	2.50187811
6356	542903	2.50188020
6357	543011	2.50185908
6358	543109	2.50184952
6359	543226	2.50188139
6360	543302	2.50194334
6361	543329	2.50194094
6362	543428	2.50186687
6363	543555	2.50191019
6364	543821	2.50219014
6365	543911	2.50221280
6366	543982	2.50226315
6367	544308	2.50209386
6368	544417	2.50208884
6369	544488	2.50210466
6370	544550	2.50222859
6371	544679	2.50223496
6372	544803	2.50205748
6373	544933	2.50210294
6374	545026	2.50216232
6375	545107	2.50215510
6376	545232	2.50228093
6377	545338	2.50234248
6378	545444	2.50238106
6379	545583	2.50246769
6380	545770	2.50245307
6381	545829	2.50255148
6382	545973	2.50267240
6383	546101	2.50268554
6384	546260	2.50259991
6385	546350	2.50266826
6386	546406	2.50264965
6387	546495	2.50254149
6388	546612	2.50257302
6389	546677	2.50257272
6390	546755	2.50257464
6391	546892	2.50249155
6392	546996	2.50245215
6393	547136	2.50252019
6394	547213	2.50257477
6395	547347	2.50259245
6396	547488	2.50251628
6397	547577	2.50255705
6398	547613	2.50253858
6399	547755	2.50269571
6400	547825	2.50264964
6401	548161	2.50262973
6402	548284	2.50285991
6403	548368	2.50296914
6404	548499	2.50306438
6405	548643	2.50319605
6406	548773	2.50321813
6407	548944	2.50326735
6408	548975	2.50321466
6409	549094	2.50316375
6410	549198	2.50323845
6411	549331	2.50341106
6412	549524	2.50356041
6413	549589	2.50357140
6414	549653	2.50368046
6415	549723	2.50364578
6416	549853	2.50369052
6417	549939	2.50372869
6418	550080	2.50369811
6419	550187	2.50371790
6420	550357	2.50386482
6421	550539	2.50395237
6422	550669	2.50404253
6423	550739	2.50399647
6424	550806	2.50405063
6425	550849	2.50407535
6426	550896	2.50407273
6427	551018	2.50400127
6428	551124	2.50394817
6429	551282	2.50392656
6430	551364	2.50398056
6431	551421	2.50403473
6432	551595	2.50419943
6433	551723	2.50426893
6434	551796	2.50424790
6435	551918	2.50427878
6436	552012	2.50435303
6437	552086	2.50435927
6438	552246	2.50435800
6439	552394	2.50448400
6440	552501	2.50444680
6441	552656	2.50453635
6442	552785	2.50454210
6443	552922	2.50462946
6444	552974	2.50469483
6445	553156	2.50481577
6446	553229	2.50491947
6447	553366	2.50491598
6448	553451	2.50496058
6449	553504	2.50495103
6450	553609	2.50507478
6451	553730	2.50513486
6452	553780	2.50515706
6453	553856	2.50522888
6454	553924	2.50535514
6455	554024	2.50539949
6456	554070	2.50547155
6457	554167	2.50557027
6458	554224	2.50559009
6459	554324	2.50566836
6460	554449	2.50578032
6461	554539	2.50586997
6462	554620	2.50595289
6463	554693	2.50595437
6464	554771	2.50602372
6465	554856	2.50604543
6466	554929	2.50605821
6467	555096	2.50617858
6468	555218	2.50637860
6469	555433	2.50676072
6470	555488	2.50683924
6471	555655	2.50693671
6472	555691	2.50692947
6473	555798	2.50714073
6474	555847	2.50711296
6475	555946	2.50729939
6476	556050	2.50728219
6477	556119	2.50732198
6478	556241	2.50739722
6479	556506	2.50724683
6480	556601	2.50727948
6481	556681	2.50735748
6482	556845	2.50749757
6483	556912	2.50749441
6484	557087	2.50752590
6485	557245	2.50759372
6486	557359	2.50772304
6487	557476	2.50782069
6488	557667	2.50776613
6489	557892	2.50761645
6490	558003	2.50767578
6491	558130	2.50757038
6492	558205	2.50753557
6493	558362	2.50763254
6494	558409	2.50761838
6495	558473	2.50759049
6496	558539	2.50766164
6497	558691	2.50754475
6498	558841	2.50771150
6499	559056	2.50793352
6500	559242	2.50817158
6501	559321	2.50821091
6502	559425	2.50835108
6503	559585	2.50835993
6504	559735	2.50848134
6505	559801	2.50845111
6506	559893	2.50862729
6507	559992	2.50864375
6508	560061	2.50871684
6509	560194	2.50869454
6510	560256	2.50873626
6511	560333	2.50868789
6512	560473	2.50869694
6513	560586	2.50876479
6514	560616	2.50876431
6515	560736	2.50870631
6516	560870	2.50867729
6517	561005	2.50861911
6518	561170	2.50876236
6519	561282	2.50890415
6520	561459	2.50873093
6521	561645	2.50866528
6522	561818	2.50869845
6523	561941	2.50874358
6524	562151	2.50876269
6525	562422	2.50871817
6526	562491	2.50872381
6527	562573	2.50874267
6528	562705	2.50874956
6529	562752	2.50876896
6530	562827	2.50880133
6531	562954	2.50879711
6532	563024	2.50882954
6533	563115	2.50883258
6534	563398	2.50895326
6535	563641	2.50895162
6536	563708	2.50904883
6537	563783	2.50905879
6538	563874	2.50913994
6539	563924	2.50912796
6540	564159	2.50910183
6541	564263	2.50915147
6542	564389	2.50916503
6543	564555	2.50925601
6544	564626	2.50934851
6545	564681	2.50941451
6546	564780	2.50938609
6547	564854	2.50943614
6548	564958	2.50949682
6549	565105	2.50945868
6550	565210	2.50931208
6551	565362	2.50937417
6552	565526	2.50943379
6553	565688	2.50957358
6554	565739	2.50963283
6555	565853	2.50969321
6556	565889	2.50970818
6557	565931	2.50972749
6558	566099	2.50983809
6559	566149	2.50983721
6560	566200	2.50985190
6561	566486	2.51024062
6562	566526	2.50992849
6563	566712	2.51007419
6564	566844	2.51024746
6565	566892	2.51025993
6566	566937	2.51028134
6567	567035	2.51038180
6568	567176	2.51039477
6569	567279	2.51055063
6570	567306	2.51052569
6571	567435	2.51071879
6572	567530	2.51065035
6573	567633	2.51072836
6574	567753	2.51067057
6575	567781	2.51070557
6576	567906	2.51062551
6577	567983	2.51065513
6578	568125	2.51081668
6579	568233	2.51083902
6580	568482	2.51106272
6581	568533	2.51109943
6582	568606	2.51120003
6583	568681	2.51136489
6584	568757	2.51143434
6585	568824	2.51150839
6586	568902	2.51154228
6587	568967	2.51155204
6588	569065	2.51153009
6589	569104	2.51148053
6590	569252	2.51136895
6591	569316	2.51142971
6592	569378	2.51142624
6593	569533	2.51127916
6594	569638	2.51136564
6595	569723	2.51135287
6596	569801	2.51134245
6597	569858	2.51129483
6598	569986	2.51130556
6599	570053	2.51127988
6600	570104	2.51129436
6601	570165	2.51130863
6602	570207	2.51133876
6603	570299	2.51134577
6604	570436	2.51144033
6605	570654	2.51136079
6606	570699	2.51137094
6607	570855	2.51137224
6608	570955	2.51135919
6609	570999	2.51132075
6610	571044	2.51131986
6611	571129	2.51131817
6612	571198	2.51127925
6613	571275	2.51123136
6614	571433	2.51123045
6615	571532	2.51120201
6616	571653	2.51128127
6617	571742	2.51127509
6618	571897	2.51132716
6619	572003	2.51138459
6620	572187	2.51143162
6621	572257	2.51152941
6622	572285	2.51153105
6623	572357	2.51158249
6624	572392	2.51157076
6625	572808	2.51155571
6626	572985	2.51160497
6627	573029	2.51164371
6628	573095	2.51165777
6629	573165	2.51170037
6630	573256	2.51169190
6631	573422	2.51172590
6632	573608	2.51159451
6633	573701	2.51163880
6634	573743	2.51173471
6635	573816	2.51173540
6636	573929	2.51184521
6637	574021	2.51179714
6638	574110	2.51187882
6639	574298	2.51204192
6640	574377	2.51207981
6641	574505	2.51212324
6642	574624	2.51212731
6643	574733	2.51221943
6644	574845	2.51229170
6645	575023	2.51235593
6646	575114	2.51239128
6647	575172	2.51239222
6648	575442	2.51258383
6649	575564	2.51261187
6650	575738	2.51280104
6651	575871	2.51285509
6652	576015	2.51283651
6653	576099	2.51295081
6654	576215	2.51302929
6655	576325	2.51311446
6656	576477	2.51322931
6657	576654	2.51343117
6658	576737	2.51354096
6659	576845	2.51352965
6660	576932	2.51350350
6661	576969	2.51353329
6662	577136	2.51352717
6663	577261	2.51358989
6664	577350	2.51351775
6665	577417	2.51348116
6666	577458	2.51347363
6667	577599	2.51344189
6668	577673	2.51347953
6669	577715	2.51347636
6670	577863	2.51359534
6671	577968	2.51370218
6672	578057	2.51375034
6673	578234	2.51382042
6674	578280	2.51388925
6675	578341	2.51379381
6676	578392	2.51372048
6677	578509	2.51378104
6678	578555	2.51376246
6679	578623	2.51377394
6680	578709	2.51372166
6681	578858	2.51374649
6682	578974	2.51388997
6683	579088	2.51395925
6684	579212	2.51405009
6685	579297	2.51418986
6686	579457	2.51430592
6687	579504	2.51430257
6688	579586	2.51433108
6689	579649	2.51430988
6690	579723	2.51436911
6691	579788	2.51444382
6692	579942	2.51459914
6693	580053	2.51467700
6694	580194	2.51476497
6695	580242	2.51477682
6696	580317	2.51492748
6697	580467	2.51491270
6698	580578	2.51493598
6699	580744	2.51493604
6700	580802	2.51496939
6701	580844	2.51498790
6702	581042	2.51477812
6703	581098	2.51478104
6704	581176	2.51471594
6705	581312	2.51479298
6706	581368	2.51482853
6707	581454	2.51490681
6708	581547	2.51492834
6709	581896	2.51480630
6710	582096	2.51484464
6711	582329	2.51503634
6712	582473	2.51514772
6713	582544	2.51533483
6714	582673	2.51543566
6715	582755	2.51547473
6716	582856	2.51545466
6717	582976	2.51544061
6718	582994	2.51543145
6719	583142	2.51546223
6720	583308	2.51564656
6721	583394	2.51571367
6722	583510	2.51584502
6723	583555	2.51586549
6724	583654	2.51596689
6725	583971	2.51617281
6726	584046	2.51621409
6727	584244	2.51635161
6728	584311	2.51642341
6729	584426	2.51652852
6730	584495	2.51657639
6731	584587	2.51671244
6732	584725	2.51692730
6733	584808	2.51692705
6734	584875	2.51703125
6735	584964	2.51701348
6736	585043	2.51708264
6737	585539	2.51733211
6738	585632	2.51742889
6739	585709	2.51750016
6740	585815	2.51759867
6741	585929	2.51768826
6742	585990	2.51777727
6743	586102	2.51775006
6744	586199	2.51776656
6745	586343	2.51785515
6746	586470	2.51806531
6747	586593	2.51808527
6748	586735	2.51829486
6749	586856	2.51830618
6750	586985	2.51828701
6751	587048	2.51836281
6752	587249	2.51844720
6753	587444	2.51853821
6754	587528	2.51859600
6755	587606	2.51849852
6756	587683	2.51854788
6757	587774	2.51863564
6758	587859	2.51866530
6759	587924	2.51879271
6760	588021	2.51888453
6761	588127	2.51880991
6762	588242	2.51886013
6763	588352	2.51886736
6764	588618	2.51901399
6765	588685	2.51902044
6766	588913	2.51917680
6767	589012	2.51914770
6768	589074	2.51919738
6769	589149	2.51923801
6770	589205	2.51933742
6771	589314	2.51949107
6772	589439	2.51955152
6773	589527	2.51962611
6774	589600	2.51949661
6775	589701	2.51949755
